name,quantity_type,catalog_name,catalog_symbol,rp66_symbol,base_unit,a,b,c,d
square inches/square foot,area per area,POSC,in2/ft2,in2/ft2,Euc,0,1,144,0
square inches/square inch,area per area,POSC,in2/in2,in2/in2,Euc,0,1,1,0
square metres/square metre,area per area,POSC,m2/m2,m2/m2,Euc,0,1,1,0
square millimetres/square millimetre,area per area,POSC,mm2/mm2,mm2/mm2,Euc,0,1,1,0
std cubic metres / stock tank barrel,volume per volume,POSC,scm15/stb60,,Euc,0,1,0.158987,0
std cubic metres/ 1000 std cubic metre,volume per volume,POSC,sm3/ksm3,,Euc,0,1,1000,0
std cubic metres/ std cubic metres,volume per volume,POSC,sm3/sm3,,Euc,0,1,1,0
stock tank barrels/ 1000 std cu ft,volume per volume,POSC,stb60/Mscf60,,Euc,0,0.158987,28.2624,0
stock tank barrels/ 1000 std cu metres,volume per volume,POSC,stb60/Mscm15,,Euc,0,0.158987,1000,0
stock tank barrels/ million std cu ft,volume per volume,POSC,stb60/MMscf60,,Euc,0,0.158987,28262.4,0
stock tank barrels/ million std cu mts,volume per volume,POSC,stb60/MMscm15,,Euc,0,0.158987,1.00E+06,0
stock tank barrels/ std cu metres,volume per volume,POSC,stb60/scm15,,Euc,0,0.158987,1,0
thousand cubic feet per barrel,volume per volume,POSC,1000ft3/bbl,,Euc,0,28.3168,0.158987,0
thousand std cu ft/ stock tank barrel,volume per volume,POSC,Mscf60/stb60,,Euc,0,28.2624,0.158987,0
UK gallons per thousand UK gallons,volume per volume,POSC,galUK/kgalUK,,Euc,0,0.001,1,0
UK gallons/1000 barrels,volume per volume,POSC,galUK/Mbbl,,Euc,0,2.86E-05,1,0
UK gallons/cubic foot,volume per volume,POSC,galUK/ft3,galUK/ft3,Euc,0,0.160544,1,0
UK pints/1000 barrels,volume per volume,POSC,ptUK/Mbbl,,Euc,0,0.000568262,158.987,0
unitless,dimensionless,POSC,unitless,,Euc,0,1,1,0
US gallons per ten barrels,volume per volume,POSC,galUS/10bbl,,Euc,0,0.00238095,1,0
US gallons per thousand US gallons,volume per volume,POSC,galUS/kgalUS,,Euc,0,0.001,1,0
US gallons/1000 barrels,volume per volume,POSC,galUS/Mbbl,,Euc,0,2.38E-05,1,0
US gallons/barrels,volume per volume,POSC,galUS/bbl,galUS/bbl,Euc,0,0.0238095,1,0
US gallons/cubic foot,volume per volume,POSC,galUS/ft3,galUS/ft3,Euc,0,0.133681,1,0
US pint per ten barrel,volume per volume,POSC,ptUS/10bbl,,Euc,0,0.473177,0.0158987,0
volume parts per million,volume per volume,POSC,volppm,ppm,Euc,0,1.00E-06,1,0
volume percent,volume per volume,POSC,volpercent,%,Euc,0,0.01,1,0
watts/kilowatt,relative power,POSC,W/kW,W/kW,Euc,0,0.001,1,0
watts/watt,relative power,POSC,W/W,W/W,Euc,0,1,1,0
weight parts per million,mass concentration,POSC,wtppm,ppm,Euc,0,1.00E-06,1,0
weight percent,mass concentration,POSC,wtpercent,%,Euc,0,0.01,1,0
farad,capacitance,POSC,F,F,F,0,1,1,0
microfarads,capacitance,POSC,uF,uF,F,0,1.00E-06,1,0
picrofarads,capacitance,POSC,pF,pF,F,0,1.00E-12,1,0
farads/metre,permittivity,POSC,F/m,F/m,F/m,0,1,1,0
microfarads/metre,permittivity,POSC,uF/m,uF/m,F/m,0,1.00E-06,1,0
API gamma ray units,gamma ray API unit,POSC,gAPI,gAPI,gAPI,0,1,1,0
gas unit,volumic concentration,POSC,gu,,gu,0,1,1,0
gray,absorbed dose,POSC,Gy,Gy,Gy,0,1,1,0
milligray,absorbed dose,POSC,mGy,mGy,Gy,0,0.001,1,0
rad,absorbed dose,POSC,rd,,Gy,0,0.01,1,0
henry,self inductance,POSC,H,H,H,0,1,1,0
microhenry,self inductance,POSC,uH,uH,H,0,1.00E-06,1,0
millihenries,self inductance,POSC,mH,mH,H,0,0.001,1,0
nanohenry,self inductance,POSC,nH,nH,H,0,1.00E-09,1,0
henries/metre,magnetic permeability,POSC,H/m,H/m,H/m,0,1,1,0
microhenries/metre,magnetic permeability,POSC,uH/m,uH/m,H/m,0,1.00E-06,1,0
hertz,frequency,POSC,Hz,Hz,Hz,0,1,1,0
attojoule,energy,POSC,aJ,aJ,J,0,1.00E-18,1,0
billions of electron volts,energy,POSC,GeV,GeV,J,0,1.60E-10,1,0
British thermal unit,energy,POSC,Btu,Btu,J,0,1055.06,1,0
calorie,energy,POSC,cal,cal,J,0,4.184,1,0
ch hours,energy,POSC,ch.h,,J,0,2.65E+06,1,0
chus,energy,POSC,Chu,,J,0,1899.1,1,0
CV hours,energy,POSC,CV.h,,J,0,2.65E+06,1,0
decanewton metres,moment of force,POSC,daN.m,,J,0,10,1,0
decinewton metres,moment of force,POSC,dN.m,dN.m,J,0,0.1,1,0
electron volts,energy,POSC,eV,eV,J,0,1.60E-19,1,0
ergs,energy,POSC,erg,,J,0,1.00E-07,1,0
exajoule,energy,POSC,EJ,EJ,J,0,1.00E+18,1,0
foot poundal,moment of force,POSC,pdl.ft,,J,0,0.0421401,1,0
foot pounds force,moment of force,POSC,ft.lbf,ft.lbf,J,0,1.35582,1,0
foot pounds force,moment of force,POSC,lbf.ft,lbf.ft,J,0,1.35582,1,0
gigajoule,energy,POSC,GJ,GJ,J,0,1.00E+09,1,0
gigawatt hour,energy,POSC,GW.h,GW.h,J,0,3.60E+12,1,0
horsepower hour,energy,POSC,hp.hr,hp.h,J,0,2.68E+06,1,0
inch pounds force,moment of force,POSC,lbf.in,lbf.in,J,0,0.112985,1,0
joule,moment of force,POSC,J,J,J,0,1,1,0
kilocalories,energy,POSC,kcal,kcal,J,0,4184,1,0
kiloelectron volts,energy,POSC,keV,keV,J,0,1.60E-16,1,0
kilogram force metres,moment of force,POSC,kgf.m,kgf.m,J,0,9.80665,1,0
kilojoules,energy,POSC,kJ,kJ,J,0,1000,1,0
kilonewton metres,moment of force,POSC,kN.m,kN.m,J,0,1000,1,0
kilowatt hours,energy,POSC,kW.h,kW.h,J,0,3.60E+06,1,0
megajoules,energy,POSC,MJ,MJ,J,0,1.00E+06,1,0
megawatt hours,energy,POSC,MW.h,MW.h,J,0,3.60E+09,1,0
microjoules,energy,POSC,uJ,uJ,J,0,1.00E-06,1,0
millijoules,energy,POSC,mJ,mJ,J,0,0.001,1,0
millions of electron volts,energy,POSC,MeV,MeV,J,0,1.60E-13,1,0
nanojoules,energy,POSC,nJ,nJ,J,0,1.00E-09,1,0
newton metre,moment of force,POSC,N.m,N.m,J,0,1,1,0
pounds mass square feet/second squared,moment of force,POSC,lbm.ft2/s2,lbm.ft2/s2,J,0,0.0421401,1,0
quads,energy,POSC,quad,,J,0,1.06E+18,1,0
tera electron volts,energy,POSC,TeV,TeV,J,0,1.60E-07,1,0
terajoules,energy,POSC,TJ,TJ,J,0,1.00E+12,1,0
terrawatt hours,energy,POSC,TW.h,TW.h,J,0,3.60E+15,1,0
therms,energy,POSC,therm,,J,0,1.06E+08,1,0
thousand foot pounds force,moment of force,POSC,kft.lbf,,J,0,1.36E+06,1,0
US tons force feet,moment of force,POSC,tonfUS.ft,,J,0,2711.64,1,0
US tons force miles,moment of force,POSC,tonfUS.mi,,J,0,1.43E+07,1,0
joules per delta kelvin,heat capacity,POSC,J/K,J/K,J/K,0,1,1,0
British thermal units/pound mass,specific energy,POSC,Btu/lbm,Btu/lbm,J/kg,0,2326,1,0
calories/gram,specific energy,POSC,cal/g,cal/g,J/kg,0,4184,1,0
calories/kilogram,specific energy,POSC,cal/kg,cal/kg,J/kg,0,4.184,1,0
calories/pound mass,specific energy,POSC,cal/lbm,cal/lbm,J/kg,0,9.22414,1,0
ergs/gram,specific energy,POSC,erg/g,,J/kg,0,0.0001,1,0
ergs/kilogram,specific energy,POSC,erg/kg,,J/kg,0,1.00E-07,1,0
foot pounds force/pound mass,specific energy,POSC,ft.lbf/lbm,ft.lbf/lbm,J/kg,0,1.35582,0.453592,0
foot pounds force/pound mass,specific energy,POSC,lbf.ft/lbm,lbf.ft/lbm,J/kg,0,1.35582,0.453592,0
horsepower hours/pound mass,specific energy,POSC,hp.hr/lbm,hp.h/lbm,J/kg,0,2.68E+06,0.453592,0
joules/gram,specific energy,POSC,J/g,J/g,J/kg,0,1000,1,0
joules/kilogram,specific energy,POSC,J/kg,J/kg,J/kg,0,1,1,0
kilocalories/gram,specific energy,POSC,kcal/g,kcal/g,J/kg,0,4184,0.001,0
kilocalories/kilogram,specific energy,POSC,kcal/kg,kcal/kg,J/kg,0,4184,1,0
kilojoule/kilogram,specific energy,POSC,kJ/kg,kJ/kg,J/kg,0,1000,1,0
kilowatt hours/kilogram,specific energy,POSC,kW.h/kg,kW.h/kg,J/kg,0,3.60E+06,1,0
megajoules/kilogram,specific energy,POSC,MJ/kg,MJ/kg,J/kg,0,1.00E+06,1,0
megawatt hours/kilogram,specific energy,POSC,MW.h/kg,MW.h/kg,J/kg,0,3.60E+09,1,0
therms/pound mass,specific energy,POSC,therm/lbm,therm/lbm,J/kg,0,1.06E+08,0.453592,0
British thermal units/pound mass deg F,specific heat capacity,POSC,Btu/lbm.degF,Btu/lbm.degF,J/kg.K,0,4186.8,1,0
British thermal units/pound mass deg R,specific heat capacity,POSC,Btu/lbm.degR,Btu/lbm.degR,J/kg.K,0,4186.8,1,0
calories/gram degree Kelvin,specific heat capacity,POSC,cal/g.K,cal/g.K,J/kg.K,0,4184,1,0
joules/gram degree Kelvin,specific heat capacity,POSC,J/g.K,J/g.K,J/kg.K,0,1000,1,0
joules/kilogram degree kelvin,specific heat capacity,POSC,J/kg.K,J/kg.K,J/kg.K,0,1,1,0
kilocalories/kilogram degree Celsius,specific heat capacity,POSC,kcal/kg.degC,kcal/kg.degC,J/kg.K,0,4184,1,0
kilojoules/kilogram degree Kelvin,specific heat capacity,POSC,kJ/kg.K,kJ/kg.K,J/kg.K,0,1000,1,0
kilowatt hours/kilogram degree C,specific heat capacity,POSC,kW.h/kg.degC,kW.h/kg.degC,J/kg.K,0,3.60E+06,1,0
British thermal units/barrel,normal stress,POSC,Btu/bbl,Btu/bbl,J/m3,0,1055.06,0.158987,0
British thermal units/cubic foot,normal stress,POSC,Btu/ft3,Btu/ft3,J/m3,0,37258.9,1,0
British thermal units/U.K. gallon,normal stress,POSC,Btu/galUK,Btu/galUK,J/m3,0,232080,1,0
British thermal units/U.S. gallon,normal stress,POSC,Btu/galUS,Btu/galUS,J/m3,0,278716,1,0
calories/cubic centimetre,normal stress,POSC,cal/cm3,cal/cm3,J/m3,0,4.184,1.00E-06,0
calories/cubic millimetre,normal stress,POSC,cal/mm3,cal/mm3,J/m3,0,4.184,1.00E-09,0
calories/milliliter,normal stress,POSC,cal/mL,cal/mL,J/m3,0,4.18E+06,1,0
ergs/cubic centimetre,normal stress,POSC,erg/cm3,,J/m3,0,0.1,1,0
ergs/cubic metre,normal stress,POSC,erg/m3,,J/m3,0,1.00E-07,1,0
foot pounds force/barrel,normal stress,POSC,ft.lbf/bbl,ft.lbf/bbl,J/m3,0,1.35582,0.158987,0
foot pounds force/barrel,normal stress,POSC,lbf.ft/bbl,lbf.ft/bbl,J/m3,0,1.35582,0.158987,0
foot pounds force/US gallon,normal stress,POSC,ft.lbf/galUS,ft.lbf/galUS,J/m3,0,358.169,1,0
horsepower hours/barrel,normal stress,POSC,hp.hr/bbl,hp.h/bbl,J/m3,0,2.68E+06,0.158987,0
joules/cubic decimetre,normal stress,POSC,J/dm3,J/dm3,J/m3,0,1000,1,0
joules/cubic metre,normal stress,POSC,J/m3,J/m3,J/m3,0,1,1,0
kilocalories/cubic centimetre,normal stress,POSC,kcal/cm3,kcal/cm3,J/m3,0,4184,1.00E-06,0
kilocalroies/cubic metre,normal stress,POSC,kcal/m3,kcal/m3,J/m3,0,4184,1,0
kilojoule/cubic metre,normal stress,POSC,kJ/m3,kJ/m3,J/m3,0,1000,1,0
kilojoules/cubic decimetre,normal stress,POSC,kJ/dm3,kJ/dm3,J/m3,0,1.00E+06,1,0
kilowatt hours/cubic metres,normal stress,POSC,kW.h/m3,kW.h/m3,J/m3,0,3.60E+06,1,0
kilowatt hours/decimetre,normal stress,POSC,kW.h/dm3,kW.h/dm3,J/m3,0,3.60E+06,0.001,0
megajoules/cubic metre,normal stress,POSC,MJ/m3,MJ/m3,J/m3,0,1.00E+06,1,0
megawatt hours/cubic metre,normal stress,POSC,MW.h/m3,MW.h/m3,J/m3,0,3.60E+09,1,0
therms/cubic foot,normal stress,POSC,therm/ft3,,J/m3,0,1.06E+08,0.0283169,0
therms/UK gallon,normal stress,POSC,therm/galUK,therm/galUK,J/m3,0,2.32E+10,1,0
US ton force miles/barrel,normal stress,POSC,tonfUS.mi/bbl,,J/m3,0,1.43E+07,0.158987,0
British thermal units/pound mass mol,molar thermodynamic energy,POSC,Btu/lbmole,,J/mol,0,2.326,1,0
British thermal units/pound mass mol,molar thermodynamic energy,POSC,Btu/mol(lbm),,J/mol,0,2326,1,0
joules/mole,molar thermodynamic energy,POSC,J/mol,J/mol,J/mol,0,1,1,0
kilocalories/mole (gram),molar thermodynamic energy,POSC,kcal/mol,,J/mol,0,4184,1,0
kilocalories/mole (gram),molar thermodynamic energy,POSC,kcal/mol(g),,J/mol,0,4.18E+06,1,0
kilojoule/mole (kilogram),molar thermodynamic energy,POSC,kJ/kmol,kJ/mol,J/mol,0,1,1,0
kilojoule/mole (kilogram),molar thermodynamic energy,POSC,kJ/mol(kg),kJ/mol,J/mol,0,1000,1,0
megajoules/mole (kilogram),molar thermodynamic energy,POSC,MJ/kmol,MJ/mol,J/mol,0,1000,1,0
megajoules/mole (kilogram),molar thermodynamic energy,POSC,MJ/mol(kg),MJ/mol,J/mol,0,1.00E+06,1,0
Btus/pound mass mol deg F,molar heat capacity,POSC,Btu/lbmole.F,,J/mol.K,0,4.1868,1,0
Btus/pound mass mol deg F,molar heat capacity,POSC,Btu/mol(lbm).F,,J/mol.K,0,4186.8,1,0
calories/gram mol degree celsius,molar heat capacity,POSC,cal/mol.degC,,J/mol.K,0,4.184,1,0
calories/gram mol degree celsius,molar heat capacity,POSC,cal/mol(g).degC,,J/mol.K,0,4184,1,0
joules/mole degree kelvin,molar heat capacity,POSC,J/mol.K,J/mol.K,J/mol.K,0,1,1,0
kilojoules/mole (kilogram) deg K,molar heat capacity,POSC,kJ/kmol.K,kJ/kmol.K,J/mol.K,0,1,1,0
kilojoules/mole (kilogram) deg K,molar heat capacity,POSC,kJ/mol(kg).K,kJ/mol.K,J/mol.K,0,1000,1,0
change in degrees Celsius,delta temperature,POSC,ddegC,degC,K,0,1,1,0
change in degrees Fahrenheit,delta temperature,POSC,ddegF,degF,K,0,5,9,0
change in degrees Kelvin,delta temperature,POSC,ddegK,K,K,0,1,1,0
change in degrees Rankine,delta temperature,POSC,ddegR,degR,K,0,5,9,0
degree Fahrenheit,thermodynamic temperature,POSC,degF,degF,K,2298,5,9,0
degrees Celsius,thermodynamic temperature,POSC,degC,degC,K,273,1,1,0
degrees Rankine,thermodynamic temperature,POSC,degR,degR,K,0,5,9,0
kelvin,thermodynamic temperature,POSC,K,K,K,0,1,1,0
degrees C square metres hours/kilocal,thermal insulance,POSC,degC.m2.h/kcal,degC.m2.h/kcal,K.m2/W,0,0.860421,1,0
degrees F square feet hours/Btu,thermal insulance,POSC,degF.ft2.h/Btu,degF.ft2.h/Btu,K.m2/W,0,0.17611,1,0
degrees Kelvin square metres/kilowatt,thermal insulance,POSC,K.m2/kW,K.m2/kW,K.m2/W,0,0.001,1,0
kelvin metres squared/watt,thermal insulance,POSC,K.m2/W,K.m2/W,K.m2/W,0,1,1,0
degrees Celsius per foot,temperature per length,POSC,degC/ft,degC/ft,K/m,0,1,0.3048,0
degrees Celsius per hundred metre,temperature per length,POSC,degC/100m,,K/m,0,0.01,1,0
degrees Celsius/kilometre,temperature per length,POSC,degC/km,degC/km,K/m,0,0.001,1,0
degrees Celsius/metre,temperature per length,POSC,degC/m,degC/m,K/m,0,1,1,0
degrees Fahrenheit per meter,temperature per length,POSC,degF/m,degF/m,K/m,0,5,9,0
degrees Fahrenheit/100 feet.,temperature per length,POSC,degF/100ft,,K/m,0,0.0182269,1,0
degrees Fahrenheit/100 feet.,temperature per length,POSC,degF/ft(100),,K/m,0,0.0182269,1,0
degrees Fahrenheit/foot,temperature per length,POSC,degF/ft,degF/ft,K/m,0,1.82269,1,0
degrees kelvin/metre,temperature per length,POSC,K/m,K/m,K/m,0,1,1,0
millidegrees Kelvin/metre,temperature per length,POSC,mK/m,,K/m,0,0.001,1,0
degrees Celsius per hour,temperature per time,POSC,degC/h,degC/h,K/s,0,1,3600,0
degrees Celsius per minute,temperature per time,POSC,degC/min,degC/min,K/s,0,1,60,0
degrees Celsius per second,temperature per time,POSC,degC/s,degC/s,K/s,0,1,1,0
degrees Fahrenheit per hour,temperature per time,POSC,degF/h,degF/h,K/s,0,5,32400,0
degrees Fahrenheit per minute,temperature per time,POSC,degF/min,degF/min,K/s,0,5,540,0
degrees Fahrenheit per second,temperature per time,POSC,degF/s,degF/s,K/s,0,5,9,0
kelvin per second,temperature per time,POSC,K/s,K/s,K/s,0,1,1,0
delta kelvin per watt,thermal resistance,POSC,K/W,K/W,K/W,0,1,1,0
attogram,mass,POSC,ag,ag,kg,0,1.00E-21,1,0
avoirdupois ounces,mass,POSC,oz(av),,kg,0,0.0283495,1,0
carat,mass,POSC,ct,,kg,0,0.0002,1,0
grain,mass,POSC,grain,,kg,0,6.48E-05,1,0
gram,mass,POSC,g,g,kg,0,0.001,1,0
kilogram,mass,POSC,kg,kg,kg,0,1,1,0
megagram,mass,POSC,Mg,Mg,kg,0,1000,1,0
micrograms,mass,POSC,ug,ug,kg,0,1.00E-09,1,0
milligram,mass,POSC,mg,mg,kg,0,1.00E-06,1,0
ounce mass,mass,POSC,ozm,ozm,kg,0,0.453592,16,0
pounds mass,mass,POSC,lbm,lbm,kg,0,0.453592,1,0
sacks,mass,POSC,sack94,,kg,0,42.6377,1,0
thousand pounds mass,mass,POSC,klbm,,kg,0,453.592,1,0
tonne,mass,POSC,t,t,kg,0,1000,1,0
troy ounces,mass,POSC,oz(troy),,kg,0,0.0311035,1,0
UK hundredweight,mass,POSC,cwtUK,,kg,0,50.8023,1,0
UK tons,mass,POSC,tonUK,tonUK,kg,0,1016.05,1,0
US hundredweight,mass,POSC,cwtUS,,kg,0,45.3592,1,0
US tons,mass,POSC,tonUS,tonUS,kg,0,907.185,1,0
foot-pound mass,mass length,POSC,ft.lbm,ft.lbm,kg.m,0,0.138255,1,0
meter-kilogram,mass length,POSC,kg.m,kg.m,kg.m,0,1,1,0
foot pounds mass/second,momentum,POSC,lbm.ft/s,lbm.ft/s,kg.m/s,0,0.138255,1,0
kilogram metres/second,momentum,POSC,kg.m/s,kg.m/s,kg.m/s,0,1,1,0
kilogram metres squared,moment of inertia,POSC,kg.m2,kg.m2,kg.m2,0,1,1,0
pounds mass square feet,moment of inertia,POSC,lbm.ft2,lbm.ft2,kg.m2,0,0.0421401,1,0
kilograms/joule,mass per energy,POSC,kg/J,kg/J,kg/J,0,1,1,0
kilograms/kilowatt hour,mass per energy,POSC,kg/kW.h,kg/kW.h,kg/J,0,1,3.60E+06,0
kilograms/megajoule,mass per energy,POSC,kg/MJ,kg/MJ,kg/J,0,1.00E-06,1,0
milligrams/joule,mass per energy,POSC,mg/J,mg/J,kg/J,0,1.00E-06,1,0
pounds mass/horsepower hour,mass per energy,POSC,lbm/hp.h,lbm/hp.h,kg/J,0,1.69E-07,1,0
kilogram metres/square centimetre,mass per length,POSC,kg.m/cm2,kg.m/cm2,kg/m,0,10000,1,0
kilograms/metre,linear density,POSC,kg/m,kg/m,kg/m,0,1,1,0
pounds mass/foot,mass per length,POSC,lbm/ft,lbm/ft,kg/m,0,0.453592,0.3048,0
thousand kilograms per inch,mass per length,POSC,Mg/in,Mg/in,kg/m,0,1000,0.0254,0
thousand pounds mass per inch,mass per length,POSC,klbm/in,,kg/m,0,453.592,0.0254,0
kilograms/square metre,surface density,POSC,kg/m2,kg/m2,kg/m2,0,1,1,0
megagrams/square metre,surface density,POSC,Mg/m2,Mg/m2,kg/m2,0,1000,1,0
pounds mass per hundred square foot,surface density,POSC,lbm/100ft2,,kg/m2,0,4.88243,100,0
pounds mass/square foot,surface density,POSC,lbm/ft2,lbm/ft2,kg/m2,0,4.88243,1,0
US tons/square foot,surface density,POSC,tonUS/ft2,tonUS/ft2,kg/m2,0,9764.85,1,0
gram feet/cubic centimetre second,mass per time per area,POSC,g.ft/cm3.s,g.ft/cm3.s,kg/m2.s,0,0.0003048,1.00E-06,0
kilograms/square metre seconds,mass per time per area,POSC,kg/m2.s,kg/m2.s,kg/m2.s,0,1,1,0
kilopascal seconds/metre,mass per time per area,POSC,kPa.s/m,kPa.s/m,kg/m2.s,0,1000,1,0
megapascal seconds/metre (megarayl),mass per time per area,POSC,MPa.s/m,MPa.s/m,kg/m2.s,0,1.00E+06,1,0
pounds mass/hour square foot,mass per time per area,POSC,lbm/h.ft2,lbm/h.ft2,kg/m2.s,0,0.00135623,1,0
pounds mass/second square foot,mass per time per area,POSC,lbm/s.ft2,lbm/s.ft2,kg/m2.s,0,4.88243,1,0
API gravity,density,POSC,dAPI,dAPI,kg/m3,141500,0,131.5,1
grains/100 cubic feet,density,POSC,grain/100ft3,,kg/m3,0,2.29E-05,1,0
grains/100 cubic feet,density,POSC,grain/ft3(100),,kg/m3,0,2.29E-05,1,0
grains/cubic foot,density,POSC,grain/ft3,,kg/m3,0,0.00228835,1,0
grains/US gallon,density,POSC,grain/galUS,,kg/m3,0,0.0171181,1,0
grams/cubic centimetre,density,POSC,g/cm3,g/cm3,kg/m3,0,1000,1,0
grams/cubic decimetre,density,POSC,g/dm3,g/dm3,kg/m3,0,1,1,0
grams/cubic metre,density,POSC,g/m3,g/m3,kg/m3,0,0.001,1,0
grams/litre,density,POSC,g/L,g/L,kg/m3,0,1,1,0
grams/UK gallon,density,POSC,g/galUK,g/galUK,kg/m3,0,0.219969,1,0
grams/US gallon,density,POSC,g/galUS,g/galUS,kg/m3,0,0.264172,1,0
kilogram per litre,density,POSC,kg/L,kg/L,kg/m3,0,1000,1,0
kilograms/cubic decimetre,density,POSC,kg/dm3,kg/dm3,kg/m3,0,1000,1,0
kilograms/cubic metre,density,POSC,kg/m3,kg/m3,kg/m3,0,1,1,0
micrograms/cubic centimetre,density,POSC,ug/cm3,ug/cm3,kg/m3,0,0.001,1,0
milligram per litre,density,POSC,mg/L,mg/L,kg/m3,0,0.001,1,0
milligrams/cubic decimetre,density,POSC,mg/dm3,mg/dm3,kg/m3,0,0.001,1,0
milligrams/cubic metre,density,POSC,mg/m3,mg/m3,kg/m3,0,1.00E-06,1,0
milligrams/US gallon,density,POSC,mg/galUS,mg/galUS,kg/m3,0,0.000264172,1,0
pounds mass per 10 barrel,density,POSC,lbm/10bbl,,kg/m3,0,0.453592,1.58987,0
pounds mass/1000 barrels,density,POSC,lbm/Mbbl,,kg/m3,0,0.00285301,1,0
pounds mass/1000 UK gallons,density,POSC,lbm/1000galUK,,kg/m3,0,99.7763,1000,0
pounds mass/1000 UK gallons,density,POSC,lbm/galUK(1000),,kg/m3,0,99.7763,1000,0
pounds mass/1000 US gallons,density,POSC,lbm/1000galUS,,kg/m3,0,119.826,1000,0
pounds mass/1000 US gallons,density,POSC,lbm/galUS(1000),,kg/m3,0,119.826,1000,0
pounds mass/barrel,density,POSC,lbm/bbl,lbm/bbl,kg/m3,0,0.453592,0.158987,0
pounds mass/cubic foot,density,POSC,lbm/ft3,lbm/ft3,kg/m3,0,16.0185,1,0
pounds mass/cubic inch,density,POSC,lbm/in3,lbm/in3,kg/m3,0,0.453592,1.64E-05,0
pounds mass/UK gallon,density,POSC,lbm/galUK,lbm/galUK,kg/m3,0,99.7763,1,0
pounds mass/US gallon,density,POSC,lbm/galUS,lbm/galUS,kg/m3,0,119.826,1,0
ten thousand kilograms per cubic metre,density,POSC,10Mg/m3,,kg/m3,0,10000,1,0
thousand kilograms per cubic metre,density,POSC,Mg/m3,Mg/m3,kg/m3,0,1.00E+06,1,0
grams/centimetre fourth,mass per volume per length,POSC,g/cm4,g/cm4,kg/m4,0,100000,1,0
kilogram/metre fourth,mass per volume per length,POSC,kg/m4,kg/m4,kg/m4,0,1,1,0
kilograms/decimetre fourth,mass per volume per length,POSC,kg/dm4,kg/dm4,kg/m4,0,10000,1,0
pascal seconds squared/ cubic metre,,POSC,Pa.s2/m3,Pa.s2/m3,kg/m4,0,1,1,0
pounds mass/foot fourth,mass per volume per length,POSC,lbm/ft4,lbm/ft4,kg/m4,0,16.0185,0.3048,0
